buyin;code;name;unit;size;cost;price;tax
6672;TEL9744;TELEFON.SIEMENS A 130 PURPLE,CORDLESS;COP;6;14.75;14.75;0.2
6672;TEL9746;TELEFON.SIEMENS GIGASET AS120BK,CORDLES;COP;4;13.11;13.11;0.2
6672;TEL9747;TELEFON.SIEMENS GIGASET AS120W ,CORDLES;COP;4;13.11;13.11;0.2
6672;TEL9748;TELEFON.MOTOROLA C1001L ,CORDLES;COP;6;13.94;13.94;0.2
6672;TEL9749;TELEFON.SAGEMCOM D150WP ,CORDLES;COP;3;9.83;9.83;0.2
6672;TEL9750;TELEFON.PANASONIK KX-TGB210JTB,CORDLES,KXTGB210JTE;COP;2;13.92;13.92;0.2
6672;HIFI9745;HIFI.MAJESTIC AH-2337MP3 ,CD USB RADIO FM;COP;2;49.57;49.57;0.2
6672;KAB8210;KABELL.CAVO AUDIO 2PIN JACK/2 PIN JACK 1.5MT ,9001149;COP;15;1.01;1.01;0.2
6672;MBAJTTV8869;MBAJTESE TV.MUNARI SP304 ,Deri ne 42'';COP;8;19.67;19.67;0.2
6672;MBAJTTV9571;MBAJTESE TV.MUNARI SP361,DERI NE 60'';COP;6;17.21;17.21;0.2
6672;MBAJTTV9752;MBAJTESE TV.MUNARI SP362 ,DERI NE 65'';COP;3;18.85;18.85;0.2
6672;CEL9369;CELULAR.SAMSUNG GALAXY A3 ,SM-A300FU ,WHITE ,SAMSMA300FUITAW;COP;2;175;175;0.2
6672;CEL9480;CELULAR.SAMSUNG SM-G361F ,CORE PRIME VE ITA WHITE ,SAMSMG361FITAW;COP;5;100;100;0.2
6672;CEL9553;CELULAR.SAMSUNG SM-G361F ,GALAXY CORE PRIME,SILVER ,SAMSMG361FITAS;COP;5;100;100;0.2
6672;CEL9554;CELULAR.HUAWEI ASCEND Y625,WHITE ,HUAY625ITAW;COP;10;75;75;0.2
6672;CEL9663;CELULAR.SAMSUNG SM-J500NF J5,BLACK ,SAMSMJ500NFITABK;COP;3;155;155;0.2
6672;CEL9666;CELULAR.SAMSUNG SM-G903F ,GALAXY S5 NEO ,BLACK,SAMSMG903FITABK;COP;5;280;280;0.2
6672;CEL9753;CELULAR.SONY ZPERIA M2 D2303 ,WHITE ,SOND2303ITAW;COP;1;110;110;0.2
6672;CEL9757;CELULAR.SAMSUNG GT-I9060I ,BLACK,GRAND NEO PLUS,SAMI9060IEURBK;COP;5;112;112;0.2
6672;CEL9758;CELULAR.SAMSUNG GT-I9060I ,WHITE,GRAND NEO PLUS ,SAMI9060IEURW;COP;5;112;112;0.2
6672;CEL9664;CELULAR.SAMSUNG SM-J500NF J5,WHITE ,SAMSMJ500NFITAW;COP;3;155;155;0.2
6673;CEL9248;CELULAR.SAMSUNG J1B ,AND 4.4 ,D.CORE,4.3'',BLU;COP;12;77.5;77.5;0.2
6673;CEL9367;CELULAR.SAMSUNG GALAXY A5 ,SM-A500FU ,SILVER ,SAMSMA500FUITSIL;COP;1;233;233;0.2
7055;608;PARKIM;;1;2416;2416;0
7056;626;Shpz.postare e telekom.;;0;0;0;0.2
7057;608;Te tjera;;0;0;0;0.2
6988;FU10257;FU.FRAT-ONO OVI 6151VN;COP;60;90;90;0.2
6988;FU10258;FU.FRAT-ONO OPK 6031CX;COP;60;90;90;0.2
6988;FU9360;FU.FRAT-ONO OPI 6535 IX;COP;50;85;85;0.2
6988;PN9083;PIAN.FRAT-ONO PKQ 631 GH;COP;50;59;59;0.2
6988;SO9355;SO.FRAT-ONO C6622FES ,SILVER;COP;50;110;110;0.2
7058;6271;Transporte per blerje/Euro;;0;0;0;0
7073;HE9459;HEKUR.SUNNY SN7UTUS10;COP;100;10;10;0.2
7073;TV7984;LED.SUNNY 32'' 025327;COP;200;108;108;0.2
7074;PJ10280;PJESE KEMBIMI.SYNNY NECK FOR 32'' DLED PLASTIC;COP;2;3;3;0.2
7074;PJ10281;PJESE KEMBIMI.SUNNY STAND 32'' DLED PLASTIC;COP;2;3;3;0.2
7074;PJ10282;PJESE KEMIBIMI.SUNNY OPENCELL PANEL;COP;1;90;90;0.2
7074;PJ10283;PJESE KEMBIMI.SUNNY REMOTE CENTROL CRS-4821 SIYAH;COP;10;3;3;0.2
7074;PJ9488;PJESE KEMBIMI.SUNNY POWER BOARD 12AT059;COP;12;15;15;0.2
7074;PJ9489;PJESE KEMBIMI.SUNNY MAINBOARD DVB-T/C MNL;COP;12;15;15;0.2
7109;617;STUDIME DHE KERKIME;;0;0;0;0
7123;615;Mirembajtje dhe riparime;;0;0;0;0.2
7124;613;Qera/Euro;;0;0;0;0.2
7125;613;Qera/Euro;;0;0;0;0
7126;2182;BOJE PRINTERI;;0;0;0;0
7127;624;Reklame, publicitet/Euro;;0;0;0;0.2
7077;PN10289;PIAN.SENATOR PSE622XT ,2G+2K;COP;251;45;45;0.2
7077;PN10290;PIAN.FRAT-ONO PMI631XT ,3G+1K;COP;101;44;44;0.2
7077;PN10291;PIAN.FRAT-ONO PML631NXT ,3G+1K;COP;50;52;52;0.2
7077;PN10292;PIAN.FRAT-ONO PMI640XST ,4G;COP;20;54;54;0.2
7077;PN10293;PIAN.FRAT-ONO PFI302XT ,2GAS INOX;COP;61;36;36;0.2
7077;PN10294;PIAN.FRAT-ONO PFI320XT ,2 KORENT ,INOX;COP;23;36;36;0.2
7175;KO10414;KOND.OQEAN AC FIH 12 OC Z ,12BTU ,ON/OF;COP;200;173;173;0.2
7129;608;ELEKTRIKE;;0;0;0;0
7130;624;Reklame, publicitet/Euro;;0;0;0;0
7176;SET10472;SET TIGAN.TOGNANA WA79111ANMT ,8 COP;COP;10;81.99;81.99;0.2
7176;PRER10444;PRERSE PICE.LAGOSTINA 012335510100;COP;3;6.26;6.26;0.2
7176;GAR10445;GARUZHDE.LAGOSTINA 012335380301 ,PER MAKARONA;COP;3;6.46;6.46;0.2
7176;LUG10446;LUGE.LAGOSTINA 0123335370400;COP;2;6.75;6.75;0.2
7176;GAR10447;GARUZHDE.LAGOSTINA 012335380300 ,MAKARONA;COP;1;6.76;6.76;0.2
7176;PIR10448;PIRUN.LAGOSTINA 012335410100;COP;3;5.8833;5.8833;0.2
7176;LOP10449;LOPAT.LAGOSTINA 01233540010;COP;7;6.76;6.76;0.2
7176;HAP10450;HAPSE KUTISH.LAGOSTINA 012335560700;COP;6;11.26;11.26;0.2
7176;TIG10432;TIGAN GRIL.BIALETTI Y0C6GR0280 ,28x28CM;COP;8;14.31;14.31;0.2
7176;KAP10473;KAPAK.TOGNANA V9558T1NEBO ,16CM;COP;6;3.7;3.7;0.2
7176;KAP10474;KAPAK.TOGNANA V9558T2NEBO ,18CM;COP;6;4.1;4.1;0.2
7176;KAP10475;KAPAK.TOGNANA V9558T3NEBO ,20CM;COP;5;4.2;4.2;0.2
7176;KAP10476;KAPAK.TOGNANA V9558T4NEBO ,22CM;COP;6;4.6;4.6;0.2
7176;KAP10477;KAPAK.TOGNANA V9558T8NEBO ,28CM;COP;4;5.95;5.95;0.2
7176;KAP10478;KAPAK.TOGNANA V9558T5NEBO ,24CM;COP;5;4.9;4.9;0.2
7176;KAP10479;KAPAK.TOGNANA V9558T6NEBO ,26CM;COP;5;5.15;5.15;0.2
7176;KAP10480;KAPAK.TOGNANA V9558T7NEBO ,28CM;COP;3;5.5;5.5;0.2
7176;KAP10481;KAPAK.TOGNANA V9558T9NEBO ,32CM;COP;6;6.3;6.3;0.2
7180;CEL10505;CELULAR.SAMSUNG SM-G925F ,S6 EDGE ,32GB,GOLD,G925FVO;COP;1;412;412;0.2
7180;CEL10506;CELULAR.SAMSUNG SM-G903F ,S5 NEO ,GOLD ,G903EO;COP;3;245;245;0.2
7180;CEL10507;CELULAR.SAMSUNG SM-J105H BLACK 3G DUAL SIM ,J105HDEN;COP;50;63;63;0.2
7180;CEL10508;CELULAR.SAMSUNG SM-J105H GOLD 3G DUAL SIM ,J105HDEO;COP;50;63;63;0.2
7178;FR9697;COMB.LG GBB-539SWCWS;COP;15;291.1;291.1;0.2
7178;LS9495;LVST.ELECTROLUX ESL-5201 LO;COP;8;213.23;213.23;0.2
7178;LV10497;LVT.LG FH-0B8QDA0;COP;15;242.86;242.86;0.2
7178;LV10498;LVT.LG F12U2TDN0;COP;6;350;350;0.2
7178;PC9704;LAPTOP.HP 15-AC108 K3D75EA ,NOTEBOOK;COP;45;210.2;210.2;0.2
7178;PC9705;LAPTOP.LENOVO IDEAPAD IP 100-14IBY 80MH006FBM;COP;10;175.51;175.51;0.2
7178;PC9706;LAPTOP.LENOVO IDEAPAD IP 100-15IBY 80MJ00E5BM;COP;10;214.29;214.29;0.2
7403;TV10580;3D LED.SONY KDL55W808C ,FHD,1000HZ,4HDMI,3USB,SMART;COP;8;649.35;649.35;0.2
7403;PSP10677;LEVE PSP.SONY 9230779 ,PS4 ,DUALSHOCK;COP;6;21.53;21.53;0.2
7403;TER5431;TERMOMETER.EXCELL TH3106 ,digital;COP;10;1.8;1.8;0.2
7403;TAB10678;TABLET.MEDIACOM MP1S2A4G ,WIFI,4G,16GB;COP;10;92.53;92.53;0.2
7403;TAB10679;TABLET.SAMSUNG T561W ,3G,9.6'',8GB;COP;25;165;165;0.2
7403;TEL10014;TELEFON.BRONI BESTW ,CORDLES;COP;15;9.21;9.21;0.2
7403;DVD8792;DVD.LG DP132 ,DViX;COP;30;24.02;24.02;0.2
7403;DVD9042;DVD.SONY DVPSR370B ,XVID,MP3,JPEG,USB;COP;20;29.08;29.08;0.2
7403;DVD10004;DVD.LG BP250 ,BLURAY;COP;10;42.99;42.99;0.2
7403;HIFI7681;HI-FI.PHILIPS MCM2300 ,20W ,RMS,CD/MP3 USB;COP;8;56.9;56.9;0.2
7403;MON10680;MONITOR.ACER K222HQLBD ,21.5'';COP;12;87.02;87.02;0.2
7403;CEL10681;CELULAR.ARCHOS NEON45BY;COP;20;52.69;52.69;0.2
7403;CEL8806;CELULAR.ARCHOS NEON50 ,ANDROID ,5'',DUAL SIM,QUADCORE;COP;12;63.78;63.78;0.2
7403;CEL9558;CELULAR.WIKO LENNY2 AND5.1,QCORE,5'';COP;8;63.88;63.88;0.2
7403;CEL9790;CELULAR.WIKO LENNY2BL ,AND5.1,QCORE,5'';COP;12;63.88;63.88;0.2
7404;TV10657;LED.HISENSE H40M2600;COP;60;235;235;0.2
7404;TV10658;LED.HISENSE H49M3000;COP;15;385;385;0.2
7404;CEL10659;CELULAR.HISENSE HS-D2WH;COP;50;85;85;0.2
7404;CEL10660;CELULAR.HISENSE HS-L695BK;COP;16;130;130;0.2
7404;CEL10661;CELULAR.HISENSE HS-L295WH;COP;4;130;130;0.2
7405;CEL10149;CELULAR.WIKO SUNSET2C ,AND 4.4 ,1.3GH;COP;20;40.5;40.5;0.2
7405;CEL10148;CELULAR.WIKO SUNSET2W ,AND 4.4 ,1.3GH;COP;40;40.5;40.5;0.2
7405;TAB10045;TABLET.ASUS Z170CG1B030A ,7'',WIFI,3G,16GB,AND5;COP;30;99;99;0.2
7405;CEL10582;CELULAR.HUQWEI P9 LITE ,WHITE;COP;15;207;207;0.2
7405;CEL10663;CELULAR.IPHONE 6S PLUS 16GB ,GOLD;COP;3;650;650;0.2
7405;CEL10662;CELULAR.IPHONE 6S PLUS 16GB,SPCE GREY;COP;3;650;650;0.2
7405;CEL10664;CELULAR.IPHONE 6S PLUS 16GB ,ROSE GOLD;COP;2;650;650;0.2
7405;CEL10665;CELULAR.SAMSUNG J700H ,DUALSIM,WHITE;COP;25;169;169;0.2
7405;CEL10666;CELULAR.SAMSUNG S6 SM-G920 ,32GB,WHITE;COP;4;366;366;0.2
7405;CEL7354;CELULAR.NOKIA 105 ITA BLACK ,NOK105ITABK;COP;20;16;16;0.2
7405;CEL10667;CELULAR.NOKIA 108 BLACK;COP;30;20;20;0.2
7405;CEL10668;CELULAR.NOKIA LUMIA 640 XL ,CYAN,DUALSIM;COP;12;144;144;0.2
7405;CEL10669;CELULAR.NOKIA 222 ,DUAL SIM,BLACK;COP;10;30;30;0.2
7405;CEL10670;CELULAR.HUAWEI G PLAY MINI,DUALSIM,BLACK;COP;4;124;124;0.2
7405;CEL10671;CELULAR.HUAWEI G PLAY MINI,DUALSIM,WHITE;COP;2;124;124;0.2
7405;CEL10631;CELULAR.LUMIA 550 ,BLACK;COP;10;80;80;0.2
7405;CEL10672;CELULAR.NOKIA LUMIA 550 ,WHITE,DUALSIM;COP;10;80;80;0.2
7405;CEL10584;CELULAR.IPHONE 6S 16GB ,ROSE GOLD;COP;2;552;552;0.2
7405;CEL10673;CELULAR.IPHONE 6S 64GB ,ROSE GOLD;COP;4;639;639;0.2
7405;CEL10674;CELULAR.NOKIA 222 DUALSIM,WHITE;COP;10;30;30;0.2
7405;CEL10585;CELULAR.SAMSUNG SM-G930FZ ,S7 ,32GB,SILVER;COP;2;490;490;0.2
7405;CEL10675;CELULAR.SAMSUNG SM-G930FZ ,S7 ,32GB,GOLD;COP;2;490;490;0.2
7405;CEL10676;CELULAR.HUAWEI Y5 ,BLACK;COP;20;66;66;0.2
7405;CEL9570;CELULAR.HUAWEI Y635W ,AND4.4,QCORE,5'';COP;20;81;81;0.2
7406;PESH8637;PESHORE.DCG PWC1021 ,PESHORE KUZHINE 5KG;COP;12;3.5;3.5;0.2
7406;PERZ6851;PERZIERES.DCG HM815N ,sbatitore;COP;100;5.5;5.5;0.2
7406;GR6133;GRIRESE.DCG MZ1225 ,200W,tritatitto;COP;20;9;9;0.2
7406;FRIT5242;FRITEZE.DCG FR2759 ,3.5 Lit;COP;20;21;21;0.2
7406;TO9571;THEKESE.DCG WA2229;COP;10;12.5;12.5;0.2
7406;TO9572;THEKESE.DCG WA2205;COP;7;7.5;7.5;0.2
7406;MAKAK6257;MAKINE.AKULLI DCG  IC4888;COP;20;80;80;0.2
7406;MAKAF9762;MAKINE.KAFE DCG KSW2606;COP;10;23;23;0.2
7406;NGR5250;NGROHESE UJI.DCG WK6298 ,1.8 Lit,inox;COP;10;15;15;0.2
7406;NGR5249;NGROHESE UJI.DCH WK6278 ,1.2 Lit,inox;COP;10;12;12;0.2
7406;MAK6525;MAKINE QETHJE.DCG HSM2899;COP;20;15;15;0.2
7406;TH FL5255;TH FLOKESH.DCG HTVD7280;COP;100;5.5;5.5;0.2
7406;HE6853;HEKUR.DCG DB8010 ,1800W;COP;300;5;5;0.2
7406;PRES7384;PRES RROBASH.DCG SP8500;COP;10;73;73;0.2
7406;FRIT10031;FRITEZE.DCG FR2440 ,2.5 LIT;COP;20;16.5;16.5;0.2
7406;MAK5244;MAKINE AKULLORE.DCG IC4999;COP;10;60;60;0.2
7406;PIAST10655;PIASTER.DCG HC1012;COP;100;5;5;0.2
7406;AZ5808;ANTI ZANZARE.DCG ZA1808;COP;20;6;6;0.2
7406;TH FL5950;TH FLOKESH.DCG HTW1028 ,MURI;COP;30;15;15;0.2
7406;HE10656;HEKUR.DCG FC8700 ,KALDAJ;COP;150;21;21;0.2
7406;FRIT5242;FRITEZE.DCG FR2759 ,3.5 Lit;COP;15;21;21;0.2
7406;TO10276;TOST.DCG TA8960G ,GREEN;COP;15;13.5;13.5;0.2
7406;TO10277;TOST.DCG TA8960O ,ORANGE;COP;10;13.5;13.5;0.2
7406;TO10278;TOST.DCG TA8960W ,WHITE;COP;10;13.5;13.5;0.2
7406;NGR9859;NGROHESE UJI.DCG WK6259 ,1.8 L;COP;10;7;7;0.2
7406;FSH9768;FSHESE.DCG BS4300 ,QESKE;COP;10;27.5;27.5;0.2
7406;SHTR6532;SHTRYDHESE.DCG ZP3364 ,agrume;COP;100;5;5;0.2
7406;EKS10029;EKSPRES.DCG ES6514;COP;50;33;33;0.2
7406;DEUM9760;DEUMIDIFICATOR.DCG AD10000;COP;20;80;80;0.2
7406;BK5243;BERESE KREPES.DCG CM5750;COP;10;10;10;0.2
7406;BK5245;BERESE KOKOSHKA.DCG PM2018;COP;20;11;11;0.2
7406;AER6424;AEROSOL.DCG MPA210;COP;10;23;23;0.2
7406;APA6425;APARAT TENSIONI.DCG MP582 ,PRESSIONE BRACCIO;COP;10;12;12;0.2
7406;APA6426;APARAT TENSIONI.DCG MP728 ,PRESSIONE POLSO;COP;10;16;16;0.2
7406;PESH8644;PESHORE.DCG PW6030 ,PESAPERSONE;COP;15;15;15;0.2
7406;HE8645;HEKUR.DCG DB2279 ,1800W;COP;20;6;6;0.2
7406;PESH6253;PESHORE. DCG PWC1000;COP;10;7.5;7.5;0.2
7406;PESH8639;PESHORE.DCG PWC8060;COP;5;10;10;0.2
7406;PERZ9858;MINI FRULATOR.DCG UM1180 ,PERSONAL DRINK;COP;20;7;7;0.2
7406;PERZ6851;PERZIERES.DCG HM815N ,sbatitore;COP;50;5.5;5.5;0.2
7406;PERZ5943;PERZIERES.DCG HM2928 ,KIT FRULATOR,IMERSION;COP;20;10;10;0.2
7406;MAK5232;MAKINE MISHI.DCG FWP2696;COP;5;28;28;0.2
7406;MF5945;MINI FURRE.DCG MB9830N,30 Lit,2 plitka;COP;10;39;39;0.2
7406;MF6433;MINI FURRE.DCG MB9848N ,48L ,VENT;COP;5;44;44;0.2
7406;FU3701;FU.DCG MB9845N,ventilato,45L;COP;5;40;40;0.2
7406;TO5236;TOST.DCG ST2550 ,mini bistechiera;COP;200;5.5;5.5;0.2
7406;SET10682;SET BISKOTA.DCG PM2070;COP;20;10;10;0.2
7406;DEUM8647;DEUMIDIFIKATOR.DCG AD9900;COP;10;60;60;0.2
7406;BK6250;BERESE.KREPE DCG CM5760;COP;10;15;15;0.2
7417;MON10729;MONITOR.PHILIPS ,19.5'' ,SBAP0074;COP;5;9247.5;9247.5;0.2
7417;MON10730;MONITOR.ACER ,14'' ,SBAM0219;COP;4;15412.5;15412.5;0.2
7418;KAB9717;KABELL.IC KABELL USHQIMI ,SHBB0010;COP;10;169.3366;169.3366;0.2
7418;PC10728;KOMPJUTER PERSONAL.M1.1 H81M-VG4,INTEL PENTIUM G3260 ,3.3GHZ,4GB,500GB,CBAA9007;COP;6;30778.0833;30778.0833;0.2
7419;USB7921;USB.VERBATIM FLASH DRIVE USB2.0 16GB PINSTRIPE,BLACK ,SBNN0022;COP;10;539.5833;539.5833;0.2
7410;TAST9623;TASTIER.LABTEC KEYBOARD LASER WIRELESS DESKTOP 1200 ,SBBF0051;COP;20;917.3333;917.3333;0.2
7408;FR10688;COMB.SAMSUNG RB30J3600SA/EK;COP;27;329.17;329.17;0.2
7408;FR9508;COMB.SAMSUNG RB30J3000WWEF;COP;9;280.56;280.56;0.2
7408;FR9303;COMB.SAMSUNG RB31FERNDSA/EF ,310L,A+,DISPLAY,INOX;COP;12;322.76;322.76;0.2
7408;FR10689;COMB.SAMSUNG RS7557BHCSP/EF;COP;9;765.67;765.67;0.2
7409;TV10690;LED.SAMSUNG UE55K6372SUXXH;COP;1;680.97;680.97;0.2
7409;TV9970;LED.SAMSUNG UE40J5202AKXXH;COP;5;284.99;284.99;0.2
7409;TV10691;LED.SAMSUNG UE40J6272SUXXH;COP;5;367.64;367.64;0.2
7409;TV10586;LED.SAMSUNG UE40K6372SUXXH;COP;8;432.01;432.01;0.2
7409;TV10692;LED.SAMSUNG UE43KU6072UXXH;COP;9;421.38;421.38;0.2
7409;TV10632;LED.SAMSUNG UE49K6372SUXXH;COP;5;524.99;524.99;0.2
7409;TV10693;LED.SAMSUNG UE50KU6072UXXH;COP;12;506.03;506.03;0.2
7409;TV10319;LED.SAMSUNG UE55KU6072UXXH;COP;3;610.02;610.02;0.2
7409;TV10694;LED.SAMSUNG UE55KU6502UXXH;COP;1;845;845;0.2
7410;MAUS10717;MAUS.LOGITECH ,S96 ,OPTOCAL ,PS/2;COP;80;229.3333;229.3333;0.2
7410;ALT10718;ALTOPALANT.GENIUS SP-Q120 ,RMS 2W;COP;40;561.8666;561.8666;0.2
7412;FU9108;FU.HOTPOINT EHS 51 KX/HA;COP;60;138;138;0.2
7412;FU5558;FU.HOTPOINT EHS 51 IX/HA ,5 funk,ventila;COP;14;138;138;0.2
7412;SO10642;SO.INDESIT I6V6H1A W FR;COP;55;165;165;0.2
7413;A5789;ASP.60cm SOFIA H6 IX/A/60;COP;30;55;55;0.2
7413;A5784;ASP.60cm PANTHEON IX/A/60,INOX,60XM;COP;30;62;62;0.2
7413;A5787;ASP.60cm CERTOSA IX/A/60/PB;COP;100;31;31;0.2
7413;A5792;ASP.60cm NORMA H6 IX/BL/A/60;COP;6;62;62;0.2
7413;A9203;ASP.60cm TT14 LX/GR/VT/A/60;COP;50;38;38;0.2
7413;A10528;ASP.FAGOR GEA 07 2K33 SL3V 2A BL/A/60 AF3 647 N 932012206;COP;40;15.87;15.87;0.2
7413;A10530;ASP.FAGOR GEA 26 1K28 SL3V 2A GRIX/A/60 ACC 130EX 932110369;COP;39;15.87;15.87;0.2
7415;PIAST10715;PIASTER.ROWENTA SF4522;COP;18;28.54;28.54;0.2
7414;CEL10502;CELULAR.WIKO SUNSET2 ,AND 4.4 ,1.3GH;COP;25;40.5;40.5;0.2
7414;CEL10503;CELULAR.WIKO SUNSET2B ,AND 4.4 ,1.3GH;COP;25;40.5;40.5;0.2
7414;CEL10201;CELULAR.HUAWEI Y6 LITE 1GB RAM,BLACK;COP;55;97;97;0.2
7414;CEL10510;CELULAR.SAMSUNG SM-J320FZ WHITE J3 4G ,J320FZEB;COP;35;98;98;0.2
7414;CEL10670;CELULAR.HUAWEI G PLAY MINI,DUALSIM,BLACK;COP;8;124;124;0.2
7414;CEL10671;CELULAR.HUAWEI G PLAY MINI,DUALSIM,WHITE;COP;7;124;124;0.2
7414;CEL10696;CELULAR.SAMSUNG SM-A310F ,WHITE;COP;10;198;198;0.2
7414;CEL10206;CELULAR.SAMSUNG SM-A510F ,A5 ,BLACK;COP;20;260;260;0.2
7414;CEL9665;CELULAR.NOKIA 105 DUAL SIM ,CYAN ,NOK105DSITAC;COP;70;16;16;0.2
7415;PIAST9895;PIASTER.ROWENTA SF6220 ,QERAMIK;COP;18;32.18;32.18;0.2
7415;MAK5417;MAKINE QETHJE.ROWENTA TN1050 ,4 pozicione;COP;16;13.28;13.28;0.2
7415;DEP7457;DEPILATOR.PHILIPS HP6341 ,WET&DRY;COP;15;13.93;13.93;0.2
7415;PERZ9902;PERZIERES.PHILIPS HR210550;COP;11;30.88;30.88;0.2
7415;HE10716;HEKUR.PHILIPS GC6611 ,KALDAJ,2400W;COP;6;88.9;88.9;0.2
7425;TV10586;LED.SAMSUNG UE40K6372SUXXH;COP;5;432.01;432.01;0.2
7425;TV10692;LED.SAMSUNG UE43KU6072UXXH;COP;2;421.38;421.38;0.2
7425;TV10632;LED.SAMSUNG UE49K6372SUXXH;COP;10;525;525;0.2
7425;TV10748;LED.SAMSUNG UE55K5502AKXXH;COP;2;612.99;612.99;0.2
7426;LLAMP8234;LLAMPA.LIPER LED ,9w ,100 Wat;COP;59;358.5;358.5;0.2
7426;LLAMP10302;LLAMPA.LIPER LED ,12w ,100 Wat;COP;40;440;440;0.2
7426;LLAMP8231;LLAMPA.LIPER LED ,3w ,45 Wat;COP;60;190;190;0.2
7426;ZGJ8911;ZGJATUES.EMIKO 31.465 ,5 vende;COP;25;460;460;0.2
7442;SET5223;SET ENESH.MONTECASA 12 cop,18/10,inox;COP;6;4300;4300;0.2
7442;TEN10881;TENXHERE.RESA INOX 20CM;COP;6;685;685;0.2
6712;HAP9939;HAPESE TAPA.TESCOMA 420236;COP;10;1.5;1.5;0.2
6712;PIR9919;PIRUN.TESCOMA 863522 ,14CM;COP;6;1.45;1.45;0.2
6712;GAR9922;GARUZHDE.TECSOMA 638008;COP;5;1.5;1.5;0.2
6712;PIR9921;PIRUN.TESCOMA 863522 ,14CM;COP;10;1.45;1.45;0.2
6712;LUG9923;LUGE.TESCOMA 638006;COP;10;1.5;1.5;0.2
6712;PIR9924;PIRUN.TESCOMA 638022;COP;11;1.5;1.5;0.2
6712;LOP9925;LOPAT.TESCOMA 638009;COP;9;1.5;1.5;0.2
6712;LOP9926;LOPAT.TESCOMA 638018;COP;13;1.5;1.5;0.2
6712;LOP9927;LOPAT.TESCOMA 638020;COP;4;1.5;1.5;0.2
6712;LOP9928;LOPAT.TESCOMA 638014;COP;3;1.5;1.5;0.2
6712;LUG9929;LUGE.TESCOMA 638001;COP;19;3.05;3.05;0.2
6712;LOP9930;LOPAT.TESCOMA 638010;COP;12;1.5;1.5;0.2
6712;LOP9931;LOPAT.TESCOMA 420339;COP;9;2.5;2.5;0.2
6712;PRER9937;PRERESE.TESCOMA 420150;COP;5;1.6;1.6;0.2
6712;QESK9933;QESKE USHQIMI.TESCOMA 897020 ,19x12;COP;10;0.75;0.75;0.2
6712;VAR9934;VARESE.TESCOMA 899604;COP;11;3.05;3.05;0.2
6712;HAP9440;HAPESE TAPA.TESCOMA 420752;COP;10;0.95;0.95;0.2
6712;TAP9941;TAPE PLASTIKE.TESCOMA 420694;COP;10;1.25;1.25;0.2
6712;MBAJT9942;MBAJTESE SHEQERI.TESCOMA 647182;COP;6;2.95;2.95;0.2
6712;PIR9944;PIRUN.TESCOMA 637248;COP;10;1.3;1.3;0.2
6712;LUG9945;LUGE.TESCOMA 637317;COP;10;1.15;1.15;0.2
6712;LUG9946;LUGE.TESCOMA 637314;COP;10;0.6;0.6;0.2
6712;LOP9947;LOPAT.TESCOMA 637368;COP;10;0.8;0.8;0.2
6712;LOP9948;LOPAT.TESCOMA 637355;COP;7;0.8;0.8;0.2
6712;PIR9949;PIRUN.TESCOMA 637378;COP;10;0.8;0.8;0.2
6712;LOP9950;LOPAT.TESCOMA 637368;COP;10;0.8;0.8;0.2
6712;LOP9951;LOPAT.TESCOMA 637218;COP;10;1.2;1.2;0.2
6712;LOP9952;LOPAT.TESCOMA 637222;COP;12;1.2;1.2;0.2
6713;PERZ9581;PERZIERES.INNOHIT IHE 1079ST ,200W,IMERSION;COP;100;5;5;0.2
6712;MBAJTTV9877;MBAJTESE TV.MELICONI DRS 400 SLIM ,30KG;COP;2;50;50;0.2
6712;MBAJTTV9878;MBAJTESE TV.MELICONI 480861 ,40''-50'';COP;1;37.9;37.9;0.2
6712;MBAJTTV9879;MBAJTESE TV.CME 580416BA;COP;2;20.3;20.3;0.2
6712;MBAJTTV9880;MBAJTESE TV.MUNARI SP368 ,DERI NE 65'';COP;5;22.5;22.5;0.2
6712;MBAJTTV9881;MAJTESE TV.JOLLY LINE PLB15ENEW ,32-57'';COP;5;13.4;13.4;0.2
6712;MBAJTTV3246;MBAJTESE TV.MUNARI SP502,TV30'',orient;COP;8;14.9;14.9;0.2
6712;MBAJTTV3247;MBAJTESE TV.MUNARI SP566;COP;8;22.4;22.4;0.2
6712;MBAJTTV3248;MBAJTESE TV.MUNARI SP567;COP;8;29.9;29.9;0.2
6712;MBAJTTV9882;MBAJTESE TV.MUNARI SP329;COP;4;22.4;22.4;0.2
6712;MBAJTTV9409;MBAJTESE TV.MUNARI SP 302 ,26'';COP;8;11.2;11.2;0.2
6712;MBAJTTV9883;MBAJTESE TV.MUNARI SP328;COP;8;12.4;12.4;0.2
6712;MBAJTTV9884;MBAJTESE TV.MUNARI SP605;COP;4;29.9;29.9;0.2
6712;MBAJTTV3249;MBAJTESE TV.MUNARI SP508;COP;2;37.4;37.4;0.2
6712;MBAJTTV3250;MBAJTESE TV.MUNARI SP512;COP;2;52.4;52.4;0.2
6712;LV7693;LVT.BOSCH  WAE20037IT ,7KG,1000XH,A+++;COP;15;200;200;0.2
6712;TH FL8358;TH FLOKESH.ROWENTA CV5312 ,2100W;COP;100;11.7;11.7;0.2
6712;TH FL6670;TH FLOKESH.BOSCH PHD9760 ,2000W,DIFUZOR;COP;20;25.32;25.32;0.2
