buyin;code;name;unit;size;cost;price;tax
6712;SHTR9900;SHTRYDHESE.KENWOOD JE290 ,AGRUME,60W;COP;5;22.02;22.02;0.2
6712;PERZ9901;PERZIERES.PHILIPS HR2100 ,400W;COP;10;23.86;23.86;0.2
6712;PERZ9902;PERZIERES.PHILIPS HR210550;COP;5;29.93;29.93;0.2
6712;PERZ9903;PERZIERES.PHILIPS HR210530 ,400W;COP;5;29.93;29.93;0.2
6712;PERZ9904;PERZIERES.MOULINEX LM310E ,500W;COP;2;49.25;49.25;0.2
6712;PERZ9905;PERZIERES.GIRMI FR01 ,180W;COP;3;13.38;13.38;0.2
6712;SHTR9906;SHTRYDHESE.BOSCH MES4000 ,1000W;COP;5;114.1;114.1;0.2
6712;FSH9787;FSHESE.BOSCH BGL2B1028 ,KONTENITOR;COP;31;61.69;61.69;0.2
6712;FSH9887;FSHESE.HOOVER MI70MI20011;COP;6;59.88;59.88;0.2
6712;FSH9892;FSHESE.MIELE COMPACTC2ALLERGYECOLINE ,800W,KONTENITOR;COP;6;145.12;145.12;0.2
6712;FSH9893;FSHESE.MIELE COMPLETEC3CATDOGPOWERL41GEE130,1200W;COP;1;161.3;161.3;0.2
6754;624;Reklame, publicitet;;0;0;0;0
6751;624;SISTEMI  SIGURIE PER CELULAR;;0;0;0;0.2
6755;618;SISTEME SIGURIE PER CELULAR;;0;0;0;0
6784;FRIT5242;FRITEZE.DCG FR2759 ,3.5 Lit;COP;10;21;21;0.2
6797;608;TONER PER PRINTER;;0;0;0;0
6799;624;Reklame, publicitet/Euro;;0;0;0;0.2
6800;NAFTE6242;NAFTE;COP;1004;116.6663;116.6663;0.2
6801;2181;SHKALLE ALUMINI;;1;5833.3333;5833.3333;0.2
6802;626;Shpz.postare e telekom.;;0;0;0;0.2
6803;608;Te tjera;;0;0;0;0.2
6859;A5791;ASP.60cm LUCREZIA IX/BL/A/60;COP;3;63;63;0.2
6859;A9206;ASP.90cm THUNDER BL/A/90/LX;COP;5;150;150;0.2
6859;A10198;ASP.FAGOR ,GEA 27 2K33 SL3V 2A GRIX/A/60,SHINE ,AF3 647 X 932012215;COP;215;20;20;0.2
6860;TV9315;LED.SAMSUNG UE32J4000AWXXH;COP;10;186.92;186.92;0.2
6860;TV9970;LED.SAMSUNG UE40J5202AKXXH;COP;20;319.13;319.13;0.2
6860;TV9430;"LED.SAMSUNG 43"" UE43J5502AKXXH";COP;9;370;370;0.2
6860;TV10064;LED.SAMSUNG UE48JU6572;COP;1;619;619;0.2
6863;CEL10201;CELULAR.HUAWEI Y6 LITE 1GB RAM,BLACK;COP;20;100;100;0.2
6856;LV5470;LVT.ATLANTIC WME1060S ,1000xh,6KG,silver;COP;1;5000;5000;0.2
6856;LV5472;LVT.ATLANTIC WM1080S ,1000XH,8KG,silver;COP;19;5000;5000;0.2
6863;CEL7710;CELULAR.SAMSUNG I9301B ,S3 NEO SMART AND4.4 4.8'',BLU;COP;25;135;135;0.2
6863;CEL7711;CELULAR.SAMSUNG I9301W ,S3 NEO SMART AND 4.4 ,4.8'',WHITE;COP;25;135;135;0.2
6863;CEL10202;CELULAR.SAMSUNG SM-J500NF J5 ,GOLD;COP;25;145;145;0.2
6863;CEL9663;CELULAR.SAMSUNG SM-J500NF J5,BLACK ,SAMSMJ500NFITABK;COP;20;145;145;0.2
6863;CEL9664;CELULAR.SAMSUNG SM-J500NF J5,WHITE ,SAMSMJ500NFITAW;COP;15;145;145;0.2
6863;CEL10203;CELUALR.SAMSUNG SM-531H ,GREY;COP;15;118;118;0.2
6863;CEL10204;CELUALR.SAMSUNG SM-531H ,WHITE;COP;25;118;118;0.2
6863;CEL9369;CELULAR.SAMSUNG GALAXY A3 ,SM-A300FU ,WHITE ,SAMSMA300FUITAW;COP;20;152;152;0.2
6365;6271;Transporte per blerje/USD;;0;0;0;0
6675;TV9423;LED.LG 24MT47D ,HD,DVBT,HD,USB,HDMI;COP;20;126;126;0.2
6675;KASET9690;KASETOFON.AUDIOMEDIA AMR-312;COP;5;23;23;0.2
6675;ALT9691;ALTOPALANT.BLAUPUNKT BT02 ,WHITE;COP;10;12;12;0.2
6675;LS9495;LVST.ELECTROLUX ESL-5201 LO;COP;11;211;211;0.2
6675;LS9692;LVST.ARISTON LFF8M019 X ,Q.LIRE;COP;3;272;272;0.2
6675;THR9693;TH RROBASH.ELECTROLUX EDH3684PDE;COP;5;348;348;0.2
6675;FR8562;COMB.LG GBB-539PZCWS ,310L,A+,INOX;COP;20;296;296;0.2
6675;FR8564;COMB.LG GBB-539PVQWB ,320L,DISPLAY,FULL NF,INOX;COP;15;372;372;0.2
6675;FR9697;COMB.LG GBB-539SWCWS;COP;10;290;290;0.2
6675;FR9709;COMB.LG GSP-325PVCV ,SBS;COP;4;743;743;0.2
6675;PN8083;PIAN.ELECTROLUX EGE6172NOK ,2G+2K,QERAM;COP;20;178;178;0.2
6567;PN9605;PIAN.ARISTON TD 640 S (MR) I ,4 GAS;COP;2;125;125;0.2
6567;PN9606;PIAN.ARISTON TD 640 S CH GH/HA;COP;10;130;130;0.2
6567;PN9610;PIAN.ARISTON P 640 M IX ,4GAS,INOX;COP;2;45;45;0.2
6567;SO8702;SO.INDESIT KN6M6SA(X)/FR ,3G+1K ,IX;COP;45;170;170;0.2
6567;SO9607;SO.HOTPOINT H5VMH6A X PL ,QERAMIK ,50*60;COP;39;165;165;0.2
6567;FSH9608;FSHESE.ARISTON SL C16 ARR ,1600W;COP;45;45;45;0.2
6620;2181;;;0;0;0;0
6598;KAB4517;KABELL.KAVO HDMI 5 M;COP;30;60;60;0.2
6598;PORT5195;PORT.HDMI PORT 1x8  8 dalje;COP;6;2750;2750;0.2
6624;624;Reklame, publicitet;;0;0;0;0.2
6625;624;Reklame, publicitet;;0;0;0;0.2
6580;6271;Transporte per blerje/Euro;;0;0;0;0.2
6581;6271;Transporte per blerje/Euro;;0;0;0;0
6581;6271;Transporte per blerje/Euro;;0;0;0;0
6526;TV9576;LED.SAMSUNG UE65JU7502TXXH;COP;1;2075.01;2075.01;0.2
6626;615;Mirembajtje dhe riparime;;0;0;0;0
6627;2183;PAJISJE SIGURIMI CELULAR;;32;1276.0625;1276.0625;0.2
6582;626;Shpz.postare e telekom.;;0;0;0;0
6583;626;Shpz.postare e telekom.;;0;0;0;0.2
6584;DEP9586;DEPILATOR.BRAUN SE 1170 NE;COP;50;2127.36;2127.36;0.2
6530;FR6923;COMB.SMEG FA860PS;COP;1;554;554;0.2
6530;PN6942;PIAN.SMEG P764PO 4K,QERAMIK;COP;2;286.5;286.5;0.2
6530;FU6935;FU.SMEG SFP109N;COP;2;315;315;0.2
6530;FM6952;MIKROVALE.SMEG MP122;COP;2;295.5;295.5;0.2
6530;PJ4456;PJESE KEMBIMI.DOREZA PORTE FRIGORIFER;COP;1;53;53;0.2
6534;PN4295;PIAN.FRAT-ONO PLO 622 VZ 2g+2k,v.sig;COP;100;57;57;0.2
6535;FU6466;FU.DELONGHI SMX 6 ,INOX;COP;30;152;152;0.2
6535;FU6467;FU.DELONGHI SMN 6 ,E ZEZE;COP;15;152;152;0.2
6535;PN6471;PIAN.DELONGHI PVC 60 M;COP;40;132;132;0.2
6535;PN6470;PIAN.DELONGHI PVC 60 TC ,4K,QER,TOUCH;COP;20;150;150;0.2
6621;2181;;;0;0;0;0.2
6785;TV10041;LED.TOSHIBA 40L1333 ,FHD;COP;64;180;180;0.2
6785;TV10042;LED.TOSHIBA 40L1334 ,FHD;COP;1;180;180;0.2
6786;TV9602;LED.LG 43LF5100 ,FHD,HDMI,USB,DVBT;COP;24;272.25;272.25;0.2
6786;TV9565;LED.LG 49LF5100 ,FHD,HDMI,USB,300PMI;COP;40;350.275;350.275;0.2
6786;TV9600;LED.LG 43LF590V ,FHD,400PMI,2HDMI,2USB,SMART;COP;20;307.8;307.8;0.2
6786;TV10043;LED.LG 32LF5610 ,FHD,300PMI,2HDMI,USB,DVBGT;COP;10;211.6;211.6;0.2
6786;TV9798;3D LED.SONY KDL50W809C ,FHD,1000HZ,4HDMI,3USB,SMART;COP;10;592.2;592.2;0.2
6786;TV9417;LED.PHILIPS 32PHT4100 ,HD,100HZ,2HDMI,USB-REC,DCBT2;COP;10;182.1;182.1;0.2
6786;HE8783;HEKUR.BOSCH TDA2610 ,2000W;COP;10;18.2;18.2;0.2
6786;HE9556;HEKUR.BOSCH TDA302401E ,2400 W;COP;10;33.5;33.5;0.2
6786;HE8863;HEKUR.PHILIPS GC4511 ,1400W;COP;10;40.3;40.3;0.2
6786;HE5963;HEKUR.DELONGHI PRO1465 ,kaldaj;COP;10;67.02;67.02;0.2
6786;HE10044;HEKUR.ROWENTA DG7550 ,KALDAJ;COP;5;105;105;0.2
6786;CEL9785;CELULAR.ASUS ZENFONELASER ,AND5.0 ,16GB;COP;6;160;160;0.2
6786;TAB10045;TABLET.ASUS Z170CG1B030A ,7'',WIFI,3G,16GB,AND5;COP;8;100.5;100.5;0.2
6787;KAB8171;KABELL.491226 DATACABLE STURDY FOR IPHONE 5;COP;4;250;250;0.2
6787;KAB6784;KABELL.491233 DATACABLE STURDY FOR IPHONE 5 YELLOW;COP;4;250;250;0.2
6787;KAB10017;KABELL.DATACABLE 303499;COP;3;250;250;0.2
6787;MBAJTTAB6776;MBAJTESE TABLET.473093 CASE FOR TABLET UNIVERSALE 7'' SEIES ESTENSO PINK;COP;4;708.3333;708.3333;0.2
6787;MBAJTTAB6781;MBAJTESE TABLET.473031 CASE FOR TABLET UNIVERSAL 10.1'' SERIES ESTENSO BLACK;COP;2;750;750;0.2
6787;COV6728;COVER.490106 BUMPER FOR IPHONE 5C TRANSPARENT-BLUE;COP;5;263.3333;263.3333;0.2
6787;COV10018;COVER.BUMPER ,IPHONE 5 ,466194;COP;5;250;250;0.2
6787;COV6773;COVER.488400 SKIN FOR GALAXY S4 MINI I1910 CLEAR;COP;5;250;250;0.2
6787;COV10019;COVER.FOLIO CARD S5 ,510835;COP;3;416.6666;416.6666;0.2
6787;COV10020;COVER.LIPSTICK IPHONE 6 ,507781;COP;3;308.3333;308.3333;0.2
6787;COV10021;COVER.LIPSTICK GALAXY S6 ,517414;COP;3;308.3333;308.3333;0.2
6788;TEL10022;TELEFON.X500;COP;3;1283.3333;1283.3333;0.2
6788;TEL10023;TELEFON.LX100;COP;3;1341.6666;1341.6666;0.2
6788;TEL10024;TELEFON.LA900;COP;3;1341.6666;1341.6666;0.2
6788;TEL10025;TELEFON.SPEAK EASY 5;COP;3;1283.3333;1283.3333;0.2
6851;PR8351;PRINTER.CANON MG2550 ,3in1 ,FHD,DESKJET;COP;99;16;16;0.2
6851;PR10140;PRINTER.CANON MG 2950,WIFI;COP;2;20;20;0.2
6852;HE4116;HEKUR.DELONGHI FXK20,inox,2000W,;COP;20;16.1;16.1;0.2
6852;TV9565;LED.LG 49LF5100 ,FHD,HDMI,USB,300PMI;COP;40;350.275;350.275;0.2
6852;TV9600;LED.LG 43LF590V ,FHD,400PMI,2HDMI,2USB,SMART;COP;18;307.7777;307.7777;0.2
6852;TAB9134;TABLET.MEDIACOM MP7S2B3G ,WIFI,3G,8GB,2 CAM,AND 4.4;COP;3;51.83;51.83;0.2
6852;CEL10147;CELULAR.WIKO LENNY2HL SMART,AND5 ,QCORE;COP;10;62.3;62.3;0.2
6852;CEL9559;CELULAR.WIKO LENNY2B ,AND5.1,QCORE,5'';COP;10;62.3;62.3;0.2
6852;CEL9785;CELULAR.ASUS ZENFONELASER ,AND5.0 ,16GB;COP;5;152.6;152.6;0.2
6852;CEL9558;CELULAR.WIKO LENNY2 AND5.1,QCORE,5'';COP;10;62.3;62.3;0.2
6852;CEL9560;CELULAR.WIKO LENNY2C ,AND5.1,QCORE,5'';COP;5;62.324;62.324;0.2
6852;CEL9557;CELULAR.WIKO LENNY2W ,AND 5.1,QCORE,5'';COP;10;62.323;62.323;0.2
6852;CEL10148;CELULAR.WIKO SUNSET2W ,AND 4.4 ,1.3GH;COP;20;41.549;41.549;0.2
6852;CEL10149;CELULAR.WIKO SUNSET2C ,AND 4.4 ,1.3GH;COP;15;41.5333;41.5333;0.2
6853;RAD10163;RADIO.TREVI KB 308 BT ,BOOMBOX ,0KB30809;COP;1;8.65;8.65;0.2
6853;RAD8615;RADIO.TREVI DR 740 SD ,RADIO DIGITALE ME MP3 ,BLACK ,0DR74000;COP;1;6;6;0.2
6853;RAD10165;RADIO.TREVI RA 725 ,MINI RADIO AM/FM ,0072503;COP;1;2.85;2.85;0.2
6853;RAD10171;RADIO.TREVI DR 750 BT ,POKER RADIO+BT+MP3 ,0DR75009;COP;1;8.95;8.95;0.2
6853;MP10160;LEXUES MP3.TREVI RS 745 ,USB RADIO JIMMY ,0074502;COP;1;4.55;4.55;0.2
6853;KUF10161;KUFJE.TREVI JR 660 M ,KUFJE SET VRAPIMI,0066001;COP;1;2.95;2.95;0.2
6853;KUF9075;KUFJE.TREVI ZIP 681 M ,EARPHONE+MIKROFON ,0068100;COP;1;1.85;1.85;0.2
6853;KUF10162;KUFJE.TREVI HMP 687 M ,0068700;COP;1;1.3;1.3;0.2
6853;KUF10175;KUFJE.TREVI DJ 677 M ,ME MIKROFON;COP;1;3.15;3.15;0.2
6853;ORE10167;ORE.TREVI SLD 3016 ,0301608;COP;1;2.55;2.55;0.2
6853;ZILE10168;ZILE ZGJIMI.TREVI SL 3052 ,0305201;COP;1;2;2;0.2
6853;ZILE10169;ZILE ZGJIMI.TREVI SL 3095 V ,0309530;COP;1;2.85;2.85;0.2
6853;ORE10068;ORE.TREVI SF 120 3D ,PEDOMETRO ,0SF12000;COP;1;5.95;5.95;0.2
6853;KA10174;KARIKUES.TREVI PWB 100 ,POWER BANK;COP;1;6.9;6.9;0.2
6853;MAT10166;MATES KOHE.TREVI ME3106 ,MINI STACION KOHE ,0310601;COP;1;3.2;3.2;0.2
6080;617;STUDIME DHE KERKIME;;0;0;0;0.2
6090;616;SIGURIME;;0;0;0;0.2
6139;608;Te tjera;;0;0;0;0.2
6122;6271;Transporte per blerje;;0;0;0;0
6134;616;SIGURIME;;0;0;0;0
6137;617;STUDIME DHE KERKIME;;0;0;0;0
6149;GR6363;GRIRESE.RUSSELL HOBBS 18970 ,IMERSION;COP;-1;2175;2175;0.2
6150;GR9233;GRIRESE.RUSSELL HOBBS 18976;COP;1;2175;2175;0
6160;6271;Transporte per blerje;;0;0;0;0.2
6159;617;STUDIME DHE KERKIME;;0;0;0;0
6168;626;Shpz.postare e telekom.;;0;0;0;0.2
6171;616;SIGURIME;;0;0;0;0.2
6208;608;Te tjera;;0;0;0;0
6209;608;Te tjera;;0;0;0;0.2
6211;BAT7756;BATERI.ENERGY ENR LITHIUM CR2032 FSB1 ,635801;COP;11;137.0909;137.0909;0.2
6211;BAT7754;BATERI.ENERGY ENR LITHIUM CR2025 FSB1 ,626984;COP;9;137.1111;137.1111;0.2
6211;BAT7765;BATERI.ENERGY ENR C/2*12 ,316471;COP;6;274;274;0.2
6214;6271;Transporte per blerje/Euro;;0;0;0;0
6225;608;Te tjera;;0;0;0;0
6226;608;Te tjera;;0;0;0;0.2
6228;608;Te tjera;;0;0;0;0.2
6206;617;STUDIME DHE KERKIME;;0;0;0;0
6298;626;Shpz.postare e telekom.;;0;0;0;0.2
6241;608;Te tjera;;0;0;0;0.2
6293;6271;Transporte per blerje/Euro;;0;0;0;0.2
6302;617;STUDIME DHE KERKIME;;0;0;0;0.2
6348;626;Shpz.postare e telekom.;;0;0;0;0.2
6349;626;Shpz.postare e telekom.;;0;0;0;0.2
6350;608;Te tjera;;0;0;0;0.2
6316;6271;Transporte per blerje/Euro;;0;0;0;0.2
6330;608;Te tjera;;0;0;0;0
6331;LLAMP9379;LLAMPA.V-TAC ,VTC-4166 ,4W ,LED ,FORME QIRIU;COP;13;245;245;0.2
6331;ZGJ5762;ZGJATUES.PRIZA FAEG ,FG19501 ,16A+T+6,3 SCHUKO;COP;30;440;440;0.2
6331;AD5763;ADAPTOR PRIZA FAEG FG20513 ,TRIPEL SHUKO 16A;COP;30;115;115;0.2
6984;6271;Transporte per blerje/Euro;;0;0;0;0
6984;6271;Transporte per blerje/Euro;;0;0;0;0
6985;6271;Transporte per blerje/USD;;0;0;0;0.2
6986;6271;Transporte per blerje/Euro;;0;0;0;0
7108;LV10316;LVT.SAMSUNG WW80K5210UW/LE;COP;9;355.06;355.06;0.2
7108;LV10317;LVT.SAMSUNG WW90K6414QW/LE;COP;9;425.24;425.24;0.2
7108;LV9660;LVT.SAMSUNG WW60J3283LW/LE ,6KG,1200XH,SLIM;COP;9;211.66;211.66;0.2
7108;FR9424;COMB.SAMSUNG RB29FERNDSS/EF ,290L,INOX;COP;12;315.43;315.43;0.2
7108;FR9428;COMB.SAMSUNG RB31FERNDBC/EF;COP;12;319.48;319.48;0.2
6991;617;KONSULENCE MARKE;;1;140000;140000;0.2
6992;617;KONSULENCE REKLAME;;0;0;0;0
6886;TV9968;LED.SAMSUNG UE32J4510AWXXH;COP;2;223;223;0.2
6886;TV9613;LED.SAMSUNG UE32J5200AWXXH;COP;3;232;232;0.2
6886;TV9969;LED.SAMSUNG UE40J5002AKXXH;COP;48;258;258;0.2
6886;TV9316;LED.SAMSUNG UE40J5100AWXXH;COP;5;265;265;0.2
6886;TV9970;LED.SAMSUNG UE40J5202AKXXH;COP;30;319.1;319.1;0.2
6886;TV9321;LED.SAMSUNG UE40J5512AKXXH;COP;6;353;353;0.2
6886;TV9323;LED.SAMSUNG UE40JU6472UXXH;COP;6;430;430;0.2
6886;TV9587;LED.SAMSUNG UE40JU6572UXXH ,UHD,4K,SMART,4HDMI,3USB;COP;1;510;510;0.2
6886;TV9430;"LED.SAMSUNG 43"" UE43J5502AKXXH";COP;18;370;370;0.2
6886;TV10063;LED.SAMSUNG UE48J5002;COP;30;338;338;0.2
6886;TV10062;LED.SAMSUNG UE48J5202;COP;18;354;354;0.2
6886;TV9317;LED.SAMSUNG UE48J6302AKXXH;COP;2;481;481;0.2
6886;TV10061;LED.SAMSUNG UE48JS9002;COP;2;1169;1169;0.2
6886;TV10064;LED.SAMSUNG UE48JU6572;COP;4;619;619;0.2
6886;TV9972;LED.SAMSUNG UE55JS8502TXXH;COP;2;1145.5;1145.5;0.2
6886;TV9320;LED.SAMSUNG UE32J5000AWXXH;COP;2;208;208;0.2
6886;TV10222;LED.SAMSUNG UE48J6272SUXXH;COP;2;430;430;0.2
6951;FU5558;FU.HOTPOINT EHS 51 IX/HA ,5 funk,ventila;COP;22;135;135;0.2
6951;LV10224;LVT.INDESIT IWD 71251 ECO UK ,7KG,1200ZH,A+;COP;17;154;154;0.2
6951;KO9872;KOND.INDESIT K2I122 EU I ,12BTU ,INVERTER,;COP;29;250;250;0.2
6623;2181;;;0;0;0;0.2
6738;2181;EKSPOZITOR PER CELULAR DHE LAPTOP;;2;30000;30000;0
6995;617;SHERBIM DOGANOR;;0;0;0;0
7840;MBAJTTV11189;MBAJTESE TV.OMEGA ATMBM0011,42773, ,23''-55'';COP;10;1158.3333;1158.3333;0.2
6998;6271;Transporte per blerje/Euro;;0;0;0;0
6977;FU10249;FU.FAURE FOB 481 WC;COP;13;120;120;0.2
6977;FU5560;FU.ARISTON FKQ 89EL.20(K)/HA S;COP;1;210;210;0.2
6977;FM10250;MIKROVALE.HOTPOINT MWHA 2021B ,20 Lit;COP;40;55;55;0.2
6977;PN10253;PIAN.FAURE FGG641ITW,4GAS,E BARDHE,MANOPUL;COP;10;110;110;0.2
6976;PN5547;PIAN.SENATOR PE 58 ,4K ,qeramik,touch;COP;40;93;93;0.2
6976;PN10254;PIAN.SENATOR PE 58AVE0 BK SS ,QERAMIK;COP;46;100;100;0.2
6883;PC9735;LAPTOP.ASUS NB X553MA-SX371B ,INTEL CELERON N2840,SAFA0045;COP;4;26776.6666;26776.6666;0.2
6883;PC10221;LAPTOP.HP NB 250 ,INTEL PENTIUM N3510, (2GHZ,2),15.6'',4G RAM,SACD0110;COP;9;29431.25;29431.25;0.2
6884;TAST9621;TASTIER.GENIUS KEYBOARD+MAUS ,WIRELESS ,SLIMSTAR 800ME ,USB ,SBBT0067;COP;10;1598.5166;1598.5166;0.2
6884;USB7847;USB.VERBATIM USB 2.0 DRIVE 16GB STORENGO PINSTRIPE HOT PINK ,SBNN0048;COP;20;480.4791;480.4791;0.2
6884;USB9619;USB.VERBATIM FLASH DRIVE USB 32 GB,SLIDER DRIVE,BLACK ,SBNN1202;COP;5;1097.25;1097.25;0.2
6884;KM5650;K MEMORIE.VERBATIM SEBZ0508,SD CARD 8GB;COP;10;337.2583;337.2583;0.2
6884;MAUS10217;MAUS.GENIUS DX-120 ,BLACK,USB;COP;10;397.3166;397.3166;0.2
6884;MAUS10218;MAUS.WINSTAR WS-MS-805 ,BLACK,USB ,SBCZ0319;COP;10;304.9166;304.9166;0.2
6884;MAUS10219;MAUS.MODECOM MC-M9 ,BLACK,USB,SBCZ3502;COP;5;405.4;405.4;0.2
6884;MAUS10220;MAUS.MODECOM MC-M9 ,RED,USB,SBCZ3503;COP;5;390.3833;390.3833;0.2
6884;TAST7876;TASTIER.OMEGA OK-05 ,41829 ,KEYBOARD US ,WITH USB TO MICRO USB ,SBBZ3001;COP;10;403.0916;403.0916;0.2
6884;TAST9723;TASTIER.MODECOM LOGIC,USB ,SBBZ4006;COP;10;516.2833;516.2833;0.2
7005;626;Shpz.postare e telekom.;;0;0;0;0
7007;626;Shpz.postare e telekom.;;0;0;0;0
7008;624;Reklame, publicitet;;0;0;0;0.2
7009;613;Qera;;0;0;0;0.2
7010;624;Reklame, publicitet;;0;0;0;0
7011;616;SHERBIM RUAJTJE;;0;0;0;0.2
7012;616;SHERBIM RUAJTJE;;3;7500;7500;0.2
7017;608;PARKING AUTOMJETE;;0;0;0;0.2
7018;624;Reklame, publicitet/Euro;;0;0;0;0.2
7019;624;Reklame, publicitet/Euro;;0;0;0;0
7020;624;Reklame, publicitet;;0;0;0;0
7021;608;QESKA;;0;0;0;0
7022;624;Reklame, publicitet;;0;0;0;0.2
7023;616;SHERBIM RUAJTJE;;0;0;0;0.2
7024;624;Reklame, publicitet;;0;0;0;0.2
7025;616;SISTEM SIGURIE;;0;0;0;0
7026;608;Te tjera;;0;0;0;0.2
7028;626;Shpz.postare e telekom.;;0;0;0;0
7029;617;STUDIME DHE KERKIME;;0;0;0;0.2
7030;NAFTE6242;NAFTE;COP;3341.5;116.6667;116.6667;0.2
7031;608;Te tjera;;0;0;0;0.2
7032;624;Reklame, publicitet;;0;0;0;0.2
7033;624;Reklame, publicitet;;0;0;0;0.2
7034;613;Qera/Euro;;0;0;0;0.2
6956;TV10043;LED.LG 32LF5610 ,FHD,300PMI,2HDMI,USB,DVBGT;COP;20;191;191;0.2
6956;TV9802;LED.LG 32LF510B ,HD,300PMI,HDMI,USB,DVBT;COP;100;162;162;0.2
6956;TV10227;LED.LG 32LF592U;COP;30;220;220;0.2
6956;TV9420;LED.LG 43LF5400 ,FHD,2HDMI,USB,300PMI;COP;30;265;265;0.2
7035;626;Shpz.postare e telekom.;;0;0;0;0
7036;624;Reklame, publicitet/Euro;;0;0;0;0.2
7037;624;Reklame, publicitet/Euro;;0;0;0;0.2
7103;6271;Transporte per blerje/Euro;;0;0;0;0
7104;LV9506;LVT.PANASONIC NA-107VC5WPL ,7KG,1000XH;COP;20;179.62;179.62;0.2
7104;TV10306;LED.PANASONIC TX-48CX400E;COP;5;500;500;0.2
7048;PC10271;KOMPJUTER PERSONAL.HP PC 280G1 MT,INTEL CORE i3-4160,4GB DDR3L ,500GB,SACB0459;COP;5;41614;41614;0.2
7048;PC10272;KOMPJUTER PERSONAL.LENOVO PC 300S-081HH ,500GB,SAAB0353;COP;6;34427.2222;34427.2222;0.2
7048;PC10273;KOMPJUTER PERSONAL.LENOVO 300S-08IHH ,ITB,i5-446 ,SAAB0361;COP;6;51003.3333;51003.3333;0.2
7049;PRO10049;VIDEO PROJEKTOR.EPSON EB-S31 ,3LCD SVGA,HDMI,SDBA0052;COP;7;37146.6666;37146.6666;0.2
7049;PRO10050;VIDEO PROJEKTOR.ACER X112H ,DLP ,SVGA,SDBD0054;COP;5;35173.1666;35173.1666;0.2
7166;608;Te tjera;;0;0;0;0
7167;213;ELEMENTE METALI;;0;0;0;0.2
7168;608;ELEKTRIKE;;0;0;0;0.2
7113;TV9322;LED.SAMSUNG UE40J6302AKXXH;COP;2;432.97;432.97;0.2
7113;TV10318;LED.SAMSUNG UE48JS8502TXXH;COP;2;1009.01;1009.01;0.2
7113;TV10319;LED.SAMSUNG UE55KU6072UXXH;COP;2;674.29;674.29;0.2
7119;PC10350;LAPTOP.ACER NB ESPIRE ES1-531 ,INTEL CELERON,N3050,4GB,SAHA0084;COP;25;27910.6666;27910.6666;0.2
7121;AD10353;ADAPTOR.LOGLINK POWER ADAPTER,230V ,SHFH0037;COP;60;334.225;334.225;0.2
7122;PC10354;KOMPJUTER PERSONAL.M1.1 H81M-VG4,MONITOR,TASTIER,WEBKAMER,SBAA9000;COP;4;30282.8333;30282.8333;0.2
7144;SHTR6532;SHTRYDHESE.DCG ZP3364 ,agrume;COP;200;5;5;0.2
7144;HE4056;HEKUR.DCG  DB8000 ,2300W,kaldaje;COP;7;19;19;0.2
7144;PERZ9858;MINI FRULATOR.DCG UM1180 ,PERSONAL DRINK;COP;20;7.5;7.5;0.2
7144;MAKAK6257;MAKINE.AKULLI DCG  IC4888;COP;20;80;80;0.2
7144;VEN10387;VENTILATOR.BOXFAN CRB1240 ,50CM ,CRB1240;COP;30;18;18;0.2
7152;FR9870;COMB.HOTPOINT EBM 18260 V ,A+;COP;4;240;240;0.2
7152;A8261;ASP.90cm HLB 9.8 AA X/HA;COP;1;110;110;0.2
7152;FU10388;FU.ARISTON FHR 640 (OW)/HAS;COP;2;120;120;0.2
7152;LS10389;LVST.ELECTROLUX ESL 7315RO;COP;10;255;255;0.2
7152;FR6570;FR.INDESIT IN TSZ 1612 UK ,100 L ,frigo tavoline;COP;12;145;145;0.2
7152;PN9649;PIAN.ARISTON VRM 641 MD C;COP;41;98;98;0.2
7152;FU10390;FU.SCHOLTES FP T5.1 N S ,PIROLITIK;COP;13;210;210;0.2
7152;LV10391;LVT.INDESIT XWA 71451 WWB EU ,7KG,1400XH;COP;7;160;160;0.2
7152;FR10392;COMB.HOTPOINT EBYH 18220 X F ,NF;COP;19;250;250;0.2
7152;FR9543;FR.REX RJ2301A0W2;COP;10;145;145;0.2
7152;SO10393;SO.INDESIT IW5VMC1A X FR ,50x60,QERANIK;COP;13;140;140;0.2
7152;A10394;ASP.ARISTON HLQV 6 ABK/HA;COP;2;140;140;0.2
7152;LV10395;LVT.ARISTON WML 701 EU ,7KG,1000XH;COP;36;155;155;0.2
7152;FR10396;COMB.INDESIT IN CB 31 AA CN;COP;7;160;160;0.2
7152;PN10397;PIAN.ELECTROLUX EHH 6540X8K;COP;1;195;195;0.2
7152;A10398;ASP.ARISTON HLS 998;COP;3;140;140;0.2
7152;TO10399;TOST.ARISTON TT 12E AC0;COP;20;36;36;0.2
6744;PIR9814;PIRUN INOKSI PER SALLATE ,8008636245248;COP;5;3.2333;3.2333;0.2
6672;TAB9754;TABLET.HUAWEI MEDIAPAD T1 10 4G+WIFI ,HUAT110ITA;COP;1;189.09;189.09;0.2
6672;TAB9755;TABLET.HUAWEI MEDIAPAD T1 7.0 3G+WIFI ,HUAT170ITA;COP;2;105.05;105.05;0.2
6672;TAB9756;TABLET.HUAWEI MEDIAPAD T1 8.0 3G+WIFI ,HUAT180ITA;COP;3;145;145;0.2
6672;M QEP9743;MAKINE QEPESE.SINGER ,SIMPLE3232;COP;4;105;105;0.2
